time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4,episode,total_reward
0.18,-0.012066777025889546,0.008868677027179436,0.0,0.4658434475954323,3.881388489819937,0.0,-0.2708280276067944,0.30359524860629483,-1.1856121251016094,-3.1307278069599302,0.5105018017152758,0.0,351.83906608198134,298.9928530959641,577.6010719213172,533.3998058339106,13,-8.999999962707733
0.18,0.0004690610605624997,0.0030336530605076556,0.0,5.707841471883299,4.967672193694446,0.0,0.39648585417554416,-0.0014717461527301579,-0.5513940354851994,-1.0146582741411465,0.7090102201993526,0.0,326.3632357001288,320.8118251755553,480.8459076069639,464.19324168453585,14,-8.999999962613025
0.18,-0.002737916419159439,-0.020562723927127102,0.0,1.7494608109114722,0.8244007065406649,0.0,0.1315805481529923,-0.20470865392347834,-0.8818192109978578,-0.34660114578044054,-2.6141881739466952,0.0,407.36613182929995,319.1857333971556,546.3870704772368,454.2851531662454,15,-8.99999996248472
0.18,-0.012025659497360234,0.008655108054269813,0.0,0.5447269269522401,3.847886850259833,0.0,-0.27346882556005125,0.28688718116410705,-1.1983567814296388,-3.136547123873015,0.5182628393943023,0.0,350.89315940345796,298.6764991773396,577.5097966580597,532.9712355574036,16,-8.999999962708893
1.5000000000000009,-2.4373838625866897,0.5609820174356158,0.0,0.7781667204376443,1.6679953788816704,0.0,-5.2353409408286895,0.6289233522343112,-5.344514059119915,0.7984883798434528,-0.4847264687006944,0.0,288.4782687972934,338.278913481773,549.6187540615518,525.6962787578422,17,-74.99999884074495
0.48000000000000015,0.04084390891191708,0.07066310108818534,0.0,6.113629066372191,6.134550699808475,0.0,1.0368822039994838,0.39312533002061967,-1.391139592651745,-2.512161550118927,-0.18980932976082104,0.0,316.2168605478645,264.7096979298895,554.9310964289575,570.8080546722289,18,-23.99999989218977
0.48000000000000015,-0.10102633778848291,0.008315178326044299,0.0,1.6698053693333526,0.470700859684932,0.0,-1.0278254380349945,0.9253335636756639,-1.5791697792582644,2.1436457210484297,-1.4499344780796262,0.0,415.9616167018001,424.0271577090782,474.271970399732,472.1516414092368,19,-23.99999989267379
0.3,-0.07981232320475941,-0.03213578173961575,0.0,5.133174040533312,2.008932472980886,0.0,-0.5133439312719048,-0.5632797110444586,-1.632298883055026,1.0347618454823537,-0.7015791726259185,0.0,424.9673154210957,357.1870557340377,449.77870827470485,500.27165163381494,20,-14.999999936198085
1.5000000000000009,-1.9680965023052397,0.5825022892203664,0.0,2.0270345298602983,2.9474792344059537,0.0,-4.256504520764003,0.22143067666905758,-6.124960697645032,0.05610309871152247,-0.8827988057273818,0.0,370.8736104189664,278.6723189427592,560.1525440035438,564.6031979901643,21,-74.99999866538424
0.18,-0.002466077109217444,-0.02142089129037295,0.0,1.7311530744154169,0.9195996359402017,0.0,0.13208132896712704,-0.22618135921091653,-0.8942981472686049,-0.34330489635191147,-2.6199364054161562,0.0,406.9281111741241,318.1295420464385,546.3996483938819,454.44100552671824,22,-8.99999996248389
0.18,-0.016482002759090425,-0.010302813301202673,0.0,5.480375502043305,2.0679822284945395,0.0,-0.13574354186554158,-0.24810230771163144,-1.2829598173967813,0.4372939390684458,-1.4217461587099323,0.0,450.05444452982067,384.5239971648018,442.84507416676166,500.66297665201955,23,-8.999999962645413
0.18,-0.012577452649394846,0.00939616951463497,0.0,0.10925563948806705,3.9103808689547748,0.0,-0.28457165612112306,0.3596401574239978,-1.1273129894695437,-3.101640375880215,0.49051694919753414,0.0,354.7500093925535,300.7977485223786,575.9845998889919,533.5557721067103,24,-8.99999996270863
0.18,-0.002355398096305777,-0.021955285987992332,0.0,1.737962602934438,0.9329076917048962,0.0,0.1335234683724018,-0.23844474254343273,-0.8969456046661315,-0.3416921615972466,-2.620429936317997,0.0,406.7215342584276,317.9414923455445,546.5795959773302,454.66787115945635,25,-8.999999962480322
1.5000000000000009,-2.100334240331133,0.5401658726859767,0.0,1.2420992592177473,1.623653644209261,0.0,-4.12459953448693,-0.13582499987060573,-5.729616623442181,1.32115194120129,-1.6390717268604023,0.0,429.1106852908269,294.3570526183225,490.62638532451615,561.0531958252938,26,-74.99999872991553
0.18,-0.011922237362300756,0.008984922621474866,0.0,0.4572859346289917,3.8917941480249834,0.0,-0.2650545751740789,0.308165746022744,-1.1818456828679793,-3.130957790258109,0.5109328385041887,0.0,351.72395201749873,298.86717698773646,577.277297205303,533.0455950201275,27,-8.99999996270859
0.18,-0.011431911003216081,0.01030511715415271,0.0,6.2361649230594125,4.1423435833283335,0.0,-0.22038930324402634,0.3997137093367289,-1.0716870871141193,-3.0918176238528927,0.47134442713177804,0.0,356.7982962571312,300.4101109485167,575.6762185927801,533.7095218583709,28,-8.999999962707196
0.18,0.0006231008529254587,0.0023385044684251168,0.0,5.647820466491245,4.997393973686407,0.0,0.39636711836661676,-0.019046044704214546,-0.5428599240741544,-0.9991605568688616,0.7083694090056262,0.0,326.8066657459561,320.74834085675496,480.000927615742,464.4094727649079,29,-8.999999962613
0.18,-0.0031888883348209765,-0.01999717936390217,0.0,1.9684589554145262,0.6019504264225386,0.0,0.13045785713187258,-0.20105528271070766,-0.8565973562878975,-0.35617432271812216,-2.6001537976945506,0.0,406.4046091652296,319.5865885357809,547.0487350677109,454.368178601712,30,-8.99999996248209
0.23999999999999996,-0.07309826227640244,-0.027561205548689988,0.0,6.135528022666987,2.5137448339971513,0.0,-1.262874734414251,-0.21068723534394765,-0.9233132384345875,-1.150229449898444,0.9041128102483686,0.0,335.0456909465283,367.54758934609214,538.2880679156985,548.8263817784949,31,-11.999999949905227
0.3,-0.01008034297287947,-0.013265776021840642,0.0,3.2218255016413906,2.267759192402231,0.0,-0.42321257903297427,0.13939081868276046,-1.4415554547245075,-0.732043281685949,-3.091917694378448,0.0,388.36714950945,327.122911857256,541.5019925546276,515.0421162648903,32,-14.999999936373557
1.5000000000000009,-2.1509935197978747,0.5680636483721978,0.0,0.09080754219496612,3.345286295129256,0.0,-4.231530508446694,0.5637699930514152,-6.016822450549651,0.216645343718864,-0.7250023868614792,0.0,302.0935357092718,289.6924163575845,481.1624698128301,445.6286119138386,33,-74.99999876795536
0.3,0.04194438379671144,-0.002387439983453165,0.0,6.111940465873703,0.1333464969529281,0.0,0.8824234120116032,-0.18451300270186205,-0.5640887663918632,-0.788418769227629,0.30198923372204944,0.0,304.6102574546628,251.6816563473247,562.6155662341403,576.8403836545975,34,-14.999999936435245
0.18,0.0004521425909881703,0.0031782804770447734,0.0,5.712769897049753,4.962339251969922,0.0,0.3963901559575649,0.0016875716198757884,-0.5524691670715077,-1.0131396497634462,0.7159633306984794,0.0,325.95916572902905,320.9406905914115,480.75169109498773,464.2233874313549,35,-8.999999962613217
1.560000000000001,-1.954432834193135,2.897593213311266,0.0,5.14912419200569,1.2353952716323944,0.0,-5.018840370005186,4.8095631111847394,-4.665455398972536,-7.269920440397804,-2.1306739235747827,0.0,423.89288912369375,413.0672915087121,598.3110251546196,513.5182953218919,36,-77.99999879237957
0.48000000000000015,-0.43234071833610344,0.35333326570895,0.0,3.1412137262275266,2.1464632948807445,0.0,-2.9611405912641917,1.4612385120024474,-1.2602658034975647,-1.6883839790132134,-1.4534197984914976,0.0,400.6823241323137,373.0103163455989,516.4847428227794,487.80579887506457,37,-23.99999989386351
0.3,-0.150393175950611,0.1754440632873406,0.0,2.1938038161301794,1.4464973765043618,0.0,-1.6727429060348125,1.3641983923983232,-0.935620112378117,-1.1620126925874943,-0.9483436878919638,0.0,411.31270416590013,390.56168155782535,486.7479595736578,462.0270492756458,38,-14.999999936874746
0.23999999999999996,-0.08790063901339298,0.11759334323167785,0.0,2.063661660508723,1.3464244639409646,0.0,-1.2509681811280948,1.1551894252653359,-0.7712139575306226,-1.009520990256112,-0.8068344883950871,0.0,411.5480219494253,391.54702216193004,474.5061448690717,449.18481041916704,39,-11.999999949952429
0.18,-0.03840988489926845,0.06415845910771184,0.0,1.6828733986722373,1.270743525569702,0.0,-0.7864507488265999,0.8999140756033075,-0.44911496938346734,-0.7914362065274799,-0.6624493777297911,0.0,422.3776609165267,398.95566514961183,460.1610949837891,436.9617095175044,40,-8.999999962584015
0.18,-0.04233979008660999,0.06807453404801203,0.0,1.9534253089275069,1.4832198523426934,0.0,-0.8613742463139051,0.8650985368789771,-0.600919433413533,-0.8512880070221593,-0.7095880526797439,0.0,416.07675730049675,390.95314132571906,456.67440273573203,431.09318885646167,41,-8.99999996268226
0.18,-0.04560916728528185,0.0686073897308713,0.0,2.161831166048202,1.6989226716085062,0.0,-0.9182025809169857,0.7762201293624463,-0.6949665923052244,-0.8934679509442339,-0.7508927642411707,0.0,409.8538783761141,383.58706708599397,452.0475906117236,424.1481361883568,42,-8.999999962743837
0.18,-0.04919527028971164,0.06588932812165833,0.0,2.400904074660996,1.9050829997827563,0.0,-0.9624517251419793,0.6440745072442213,-0.7476401908716471,-0.9353638964152045,-0.7862883392515059,0.0,404.09226076827406,377.8846782411744,447.00533222843666,415.6056672398003,43,-8.999999962774506
0.12000000000000001,-0.009922985634895605,0.028826645032820248,0.0,1.4001102708461248,1.5811202549751293,0.0,-0.38892055280178534,0.6070651961699132,-0.2599170365136984,-0.5825066320026756,-0.549299616243158,0.0,438.1079655859513,401.75577175005554,444.8807273847971,422.9599956483914,44,-5.999999975177511
0.12000000000000001,-0.010293895363016867,0.029623364582472146,0.0,1.4223694821559105,1.7688138843063932,0.0,-0.4068869417975514,0.5954687170942313,-0.3028889473888941,-0.5847639445270814,-0.575770772790682,0.0,437.1170550771919,398.2892350150714,442.008210646121,420.67107080161685,45,-5.999999975190324
0.12000000000000001,-0.010410845157040266,0.030469656198395742,0.0,1.4626883313985344,1.9823142718152766,0.0,-0.4179026188050269,0.5802125467047202,-0.3508795413778168,-0.5901972909778415,-0.6016604711569093,0.0,435.83202224367653,394.21885118113323,438.7794910194365,417.8474393306132,46,-5.999999975205248
0.12000000000000001,-0.010475707669986827,0.030588298697200794,0.0,1.4458176403202803,2.0951334591878013,0.0,-0.42151630074104207,0.5651673894950343,-0.36923475301954645,-0.5838737659811946,-0.6152030549549178,0.0,434.7421369035616,391.6784232095484,436.09124192096374,415.97743456690813,47,-5.999999975211482
0.12000000000000001,-0.010839741336866184,0.03076924091528766,0.0,1.4359909657704275,2.280668666603164,0.0,-0.4303171156737846,0.5398998155393621,-0.4014327516632083,-0.576982231797923,-0.639735651639509,0.0,433.4373771917059,388.1909337933647,432.7176589190144,413.71678566688666,48,-5.999999975217588
0.12000000000000001,-0.010698837243348452,0.03088438113225546,0.0,1.412104247363282,2.4606728756109035,0.0,-0.42775484425445276,0.5161806507622041,-0.4272100370642751,-0.5656546255599078,-0.657435523198932,0.0,432.274080458475,384.8289629289256,429.67531693975894,412.08936945055933,49,-5.999999975221243
0.12000000000000001,-0.01107142669753638,0.03082278227889127,0.0,1.3909772185843572,2.6633708911359637,0.0,-0.4305495336245875,0.48495078455398755,-0.45665933693742666,-0.5530717029144319,-0.6833837388836508,0.0,430.85778151842914,381.1784675847537,426.4247000454548,410.3948459341287,50,-5.999999975225432
0.12000000000000001,-0.01113185844411293,0.030739528596316207,0.0,1.3542583323419173,2.7893459312522175,0.0,-0.4273239047369312,0.4658972443725139,-0.4743091148406785,-0.5357518381608595,-0.6975824037818835,0.0,429.6982311497004,378.57801453822617,423.7407408291582,409.4860460369206,51,-5.99999997522807
0.12000000000000001,-0.011074500928329158,0.03058228041475014,0.0,1.3293160488222089,2.943504880109792,0.0,-0.4197914040187213,0.443041324408442,-0.49384324820020586,-0.5201200186181597,-0.713253516353986,0.0,428.5474141088451,375.6890306377797,420.81576130749204,408.19846362652333,52,-5.999999975231025
0.12000000000000001,-0.011196285631413934,0.030510666738878676,0.0,1.3214258163671229,3.1285341234332797,0.0,-0.41169868805865434,0.41747040021777526,-0.5191834322438249,-0.5054293220770847,-0.7342585243840575,0.0,427.1120275388744,372.26270167929664,417.92174518926254,407.05282133498656,53,-5.9999999752350295
0.12000000000000001,-0.011220398053504279,0.03041841454232627,0.0,1.3162347626102129,3.2725575794091473,0.0,-0.40226981758163827,0.39814951218446626,-0.5374694217613472,-0.4921707967934002,-0.7499085912031178,0.0,425.54673234645634,369.090712697717,415.5157921632666,406.1584226042074,54,-5.999999975238014
0.12000000000000001,-0.0110479286916924,0.030524501917453345,0.0,1.3031900101790095,3.3207355046513385,0.0,-0.3948368730178858,0.3946224905451151,-0.5487694661410749,-0.4731180391715163,-0.7535161080230262,0.0,423.800621100669,366.57957678878034,413.14535165695844,405.7415885387718,55,-5.999999975240662
0.12000000000000001,-0.011139152592564169,0.030548843117866237,0.0,1.309864563301879,3.423027778050841,0.0,-0.38744815710771907,0.3824412513757436,-0.5651035891279353,-0.4571760106528896,-0.7659629837260824,0.0,421.8498338161504,363.3975029736916,410.64728054311513,405.06063394183883,56,-5.999999975242813
0.12000000000000001,-0.010969892369313406,0.030688067562968838,0.0,1.3082184107246322,3.415161553621477,0.0,-0.38408218535384664,0.38589362024987806,-0.5697255132966995,-0.4432828447060971,-0.763750770482216,0.0,420.4194064111134,361.7744180809568,409.0348674233987,404.8432586385346,57,-5.99999997524348
0.12000000000000001,-0.01069544560210756,0.030832274501860605,0.0,1.3033692740389586,3.3878593997192645,0.0,-0.3806485007939251,0.3921266744591448,-0.5712567822134591,-0.42540781529672544,-0.7580565898801966,0.0,418.9527195522017,360.257057123839,407.7497721710285,405.2394683912041,58,-5.999999975243907
0.12000000000000001,-0.010613301350766047,0.03060982287880174,0.0,1.2871980933639833,3.377934217736186,0.0,-0.37960393586978114,0.3908004776870778,-0.5685786295739954,-0.41377715758192946,-0.7562649189400352,0.0,418.60580059159537,359.9298224298155,406.87412823725845,405.23197064257533,59,-5.999999975244127
0.12000000000000001,-0.010282420050863265,0.030451162549533957,0.0,1.2740895364370948,3.3735905867926412,0.0,-0.3746348305641646,0.3907108560721935,-0.5660759842335266,-0.39971362264844845,-0.7515430392629732,0.0,418.1749378517651,359.3679087733951,406.29364322876336,405.76338752260034,60,-5.999999975244454
0.12000000000000001,-0.009549537399121014,0.030462586334742577,0.0,1.257529281128738,3.3230394733736492,0.0,-0.36720563840116693,0.40000752303728,-0.5579668668228603,-0.3853858444524552,-0.7353037809648967,0.0,418.66824385046766,360.189885703024,406.3161797779081,406.8393778471075,61,-5.999999975244444
0.12000000000000001,-0.00901310821681694,0.030184809118772738,0.0,1.2397022616076132,3.348104747429147,0.0,-0.35831551463875233,0.39585105095731,-0.5533573779702861,-0.37684511721719166,-0.728251862453807,0.0,419.48749841238924,360.7216971403673,406.5328780082652,407.5613267143399,62,-5.9999999752444655
0.12000000000000001,-0.008764229404729398,0.029718934319373114,0.0,1.220431147815077,3.3927416124860574,0.0,-0.3528418547740745,0.3858074865836716,-0.5494729623714301,-0.36133178985645986,-0.727384741969956,0.0,420.37235597948137,361.2351722248485,406.8574951802934,408.9498157611037,63,-5.999999975244569
0.12000000000000001,-0.008357435995445348,0.029189349816722335,0.0,1.1736067382434667,3.333466027487418,0.0,-0.3517387157552354,0.3877119526165769,-0.5331722827421366,-0.3562465856549305,-0.7119437030112049,0.0,421.69057757025865,363.1946168820467,408.3187458233773,410.2146133857709,64,-5.999999975242841
0.12000000000000001,-0.007937844543438058,0.028658052282228962,0.0,1.1368924611749147,3.3249428120468636,0.0,-0.3474400050368877,0.3836920200518619,-0.5217442917083133,-0.3500192203817458,-0.6993970555008248,0.0,423.00500138046635,364.659974843246,409.836404000796,411.75532931064413,65,-5.999999975241032
0.12000000000000001,-0.007779341289002413,0.027920798953970954,0.0,1.1052714854630228,3.3843170633763684,0.0,-0.34294594405541146,0.3681529861309508,-0.5172359595504576,-0.34037510294113393,-0.699368930055981,0.0,424.32261263772966,365.5668744958917,410.7495774472338,413.03655428718724,66,-5.999999975239896
0.12000000000000001,-0.00746519366544457,0.027244040328047826,0.0,1.0882777771152634,3.5369968023496465,0.0,-0.3295697668196005,0.3441657750128208,-0.522723307561848,-0.3332945548821984,-0.7025122544133862,0.0,425.7825200995005,365.74685323125055,411.49258244263,414.1241991697589,67,-5.9999999752392625
0.12000000000000001,-0.007247541821475896,0.026606780794301517,0.0,1.0795753957969048,3.7037951809195295,0.0,-0.31486641858075176,0.31980620928603254,-0.5313449995168783,-0.32356465048674543,-0.709751849551708,0.0,426.7499353255254,365.3040976529454,412.13849910610753,415.4285565259814,68,-5.999999975239364
0.12000000000000001,-0.007126367149443357,0.026073638644097508,0.0,1.0587743896747357,3.719504254066706,0.0,-0.3127433765653367,0.3120042767440745,-0.5262417508479529,-0.3100544268274918,-0.7034623189374123,0.0,427.16623061916914,365.61304382636433,413.0724501042509,417.13748896961226,69,-5.999999975238255
0.12000000000000001,-0.006969115382634195,0.025606151513188232,0.0,1.0634229761186589,3.8263039505820196,0.0,-0.30213986019307953,0.2960615926521514,-0.5307385549026247,-0.2915783157049989,-0.7047180250783546,0.0,427.5724824954712,365.10733836136865,413.2027263428876,418.7156788962575,70,-5.999999975238467
0.12000000000000001,-0.006875419940748388,0.025220337151506084,0.0,1.0684102922933612,3.892006445177966,0.0,-0.2956824439447227,0.28500543905280173,-0.5320697207549426,-0.27539628434122576,-0.7032385838686173,0.0,427.9460511617214,364.9501553192305,413.63276377021316,420.3690232386788,71,-5.999999975238568
0.12000000000000001,-0.006861331188765633,0.0249842470877809,0.0,1.0794102985238005,3.8325024707530257,0.0,-0.3011730152311352,0.2864377964922477,-0.5224820323656729,-0.2521751146391822,-0.6862814476096023,0.0,427.3439165439398,364.7633009444365,414.1216367946325,422.58150903642814,72,-5.999999975238035
0.12000000000000001,-0.006751541403000537,0.024529025361097606,0.0,1.1182475890208625,3.9973556707100695,0.0,-0.28493196194831105,0.26478353626685236,-0.5303346343113867,-0.22958431025778714,-0.6970503262566304,0.0,427.28696767905785,363.24923732767735,414.12346120080883,424.4983700506761,73,-5.9999999752389055
0.12000000000000001,-0.006613518423153132,0.02419615809006838,0.0,1.1891960436790026,4.172827811598324,0.0,-0.26598805772794054,0.2440040303732734,-0.5349525747254473,-0.2011072868167737,-0.7065991288799159,0.0,427.2116370082086,361.6503194000334,414.0200838003912,426.90505707419453,74,-5.999999975239755
0.12000000000000001,-0.006684661281065672,0.023976694074985507,0.0,1.2295392269577832,4.121050029233977,0.0,-0.2725058886519902,0.24284468327116723,-0.5252889644782952,-0.17787092691999976,-0.6964976208559959,0.0,426.40117846664623,361.1499836972539,414.36849888955504,429.0019560495097,75,-5.999999975239641
0.12000000000000001,-0.006621506604130456,0.023675471753964283,0.0,1.3135350087905877,4.201268584563049,0.0,-0.26361993672198747,0.2296774645552637,-0.5205872695011777,-0.1489830767157971,-0.7022570429774094,0.0,425.8054172850323,359.7575213675994,414.3829336830173,431.4141835395303,76,-5.9999999752404305
0.12000000000000001,-0.006098728055551437,0.023308274492848356,0.0,1.4936068714564374,4.639491161626832,0.0,-0.2079129373992973,0.19495709427384927,-0.5227720369444291,-0.11401043773649364,-0.7423451821860976,0.0,426.32866742288337,356.68550248154975,413.09117567524163,433.5880938623926,77,-5.999999975243117
0.12000000000000001,-0.006358109281041554,0.022958653663305083,0.0,1.501518372614119,4.452787397320435,0.0,-0.2333724173609161,0.1979678163862759,-0.5082502054992569,-0.09655327820099897,-0.7294490055328552,0.0,425.7926186125755,357.594477309541,414.4903394295329,435.8469989541399,78,-5.999999975241385
0.12000000000000001,-0.0006413022089742065,0.028212212784271797,0.0,1.3805791985714801,0.24721207303796788,0.0,-0.03850886907843165,0.6277666878811923,-0.3738569909878174,-0.5693181870199406,0.16984402645681068,0.0,275.86979170880795,297.606477293177,433.964431617005,414.5755404799373,79,-5.999999975243897
0.12000000000000001,-0.006430364604925585,0.022473902492663143,0.0,1.6757628180398356,4.411562615417726,0.0,-0.23951231969733022,0.18944260682817435,-0.48152119124016535,-0.048392647383353096,-0.7326035938837042,0.0,424.9141976572586,356.8874977669112,414.90359800970117,439.885411892119,80,-5.999999975241739
0.12000000000000001,-0.0064608478846066835,0.022251451631463887,0.0,1.7670457741622183,4.410493462065114,0.0,-0.24039359275031524,0.18498018628849727,-0.4683668523028136,-0.02662324921978801,-0.7378620585822049,0.0,424.6360970864154,356.5630585671789,415.2985959108064,441.9088802630197,81,-5.999999975241851
0.12000000000000001,-0.0065861899957118195,0.02193999540540717,0.0,1.7917816166568663,4.3432597464653036,0.0,-0.24982805761021706,0.183855474796049,-0.459632218948815,-0.014149550633081237,-0.739265241765679,0.0,424.21808953652385,356.6392756687131,415.87901746475404,443.16848961983084,82,-5.999999975241346
0.12000000000000001,-0.006903267358053413,0.021597370924241174,0.0,1.7694122598452626,4.143926553725958,0.0,-0.2759778370407457,0.19191110632396052,-0.4494983646894235,-0.00473050526391218,-0.7324915106432219,0.0,423.69253985365776,357.7486388315813,416.8880660317755,444.33909935239797,83,-5.999999975240073
0.12000000000000001,-0.006921706311494749,0.021391991468767566,0.0,1.849259625522457,4.231270595514037,0.0,-0.267180951811683,0.18171863533057864,-0.44375525403031435,0.009142503467094859,-0.7470916848873432,0.0,423.56779314159814,356.8657875398605,416.9637273690554,445.56714225835356,84,-5.999999975240867
0.12000000000000001,-0.007154100730848981,0.02120972491906099,0.0,1.8456152066639042,4.134446145213001,0.0,-0.28063931218354027,0.18555024675653647,-0.4395419789880506,0.014534289907855477,-0.7466550769119699,0.0,422.9016399128504,356.9499806204082,417.35859772995286,446.1258392154851,85,-5.99999997524102
0.12000000000000001,-0.007318652766621358,0.020720367166156668,0.0,1.8758234200720239,4.241718332422288,0.0,-0.271803149099059,0.16934236993688914,-0.43786914601596716,0.02291086954873975,-0.7673781066074765,0.0,422.9838621514419,356.18314016922267,417.7771920346985,447.0687673985688,86,-5.999999975241058
0.12000000000000001,-0.007640589469893732,0.020449434015438653,0.0,1.860136941563205,4.173454385601964,0.0,-0.28359786376607576,0.1692421437388323,-0.4363398560753325,0.026133544373947964,-0.7705029275454084,0.0,422.5253958557256,356.30101347852883,418.0552972253306,447.34075729507106,87,-5.9999999752412645
0.12000000000000001,-0.008295283023134644,0.019944034628896653,0.0,1.6708416403399635,3.868995310943374,0.0,-0.323510105275504,0.18671680268211122,-0.4373946833258765,0.01181694048308636,-0.7551186809602487,0.0,421.5102165860097,357.9156577755455,419.91679149197654,447.10403660333094,88,-5.999999975239483
0.12000000000000001,-0.008831483046175363,0.019371550014506668,0.0,1.6485447555392252,3.9172247767231365,0.0,-0.3269192824373111,0.1720906075798852,-0.4415941941464234,0.013406449439834559,-0.7726972341313555,0.0,421.37795897246104,357.4908979414158,420.6621734102969,447.6955542135521,89,-5.9999999752398185
0.12000000000000001,-0.009535517605201278,0.018811722584643115,0.0,1.5004703021144588,3.634630109751889,0.0,-0.3627236246946308,0.19113370543332295,-0.43231412557369164,0.0050186085446254775,-0.7572219175495243,0.0,420.7047078456806,359.44961175078095,422.10400093409396,447.54608715798946,90,-5.99999997523823
0.12000000000000001,-0.01019789099624744,0.01818258977980838,0.0,1.512037225946199,3.687577534068769,0.0,-0.3681454834668149,0.17368728226577326,-0.43582825463608754,0.01324807039162701,-0.7737842881026954,0.0,420.2109088572345,358.5927298204441,422.59847583051567,448.4339432959454,91,-5.999999975238815
0.12000000000000001,-0.010915337395767838,0.017648476508756058,0.0,1.4700267224588872,3.565903572505537,0.0,-0.38912164016504147,0.1762269424697465,-0.42923626905816636,0.017151946706867274,-0.7720253642834143,0.0,419.6327643075905,359.267108297468,423.46522767288644,449.0640958833684,92,-5.999999975238536
0.12000000000000001,-0.01192172071737524,0.016685225545538192,0.0,1.4162410249573245,3.3880352254331605,0.0,-0.4179879810765803,0.1778557872446275,-0.41553623300033093,0.027510920866146787,-0.7669787345619511,0.0,419.23566024125813,360.82026170652097,424.1760107139856,449.69355155756824,93,-5.99999997523765
0.12000000000000001,-0.012574371449032389,0.01616252267239926,0.0,1.3786553139909294,3.256006913967207,0.0,-0.43670037875853523,0.18271690031223042,-0.40571748255618656,0.03233310682030255,-0.761163706971688,0.0,418.613769795839,361.6127424061752,424.6232590766771,449.98490052458544,94,-5.9999999752376745
