time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
4.199999999999998,4.0879651989973596,-0.4319870515545705,25.22079399255065,6.232939867092647,6.02248682402584,0.0,4.310352484012573,-0.8717580308564188,5.887762148154941,-0.041790517401981295,-0.07559985784783897,0.0,463.2901221248006,464.0902207540188,464.7193612466465,464.20106162425094
4.259999999999997,4.35165109808909,-0.4853226633205601,25.57643593068579,6.2305242509730725,6.019659165217618,0.0,4.47911187850701,-0.9063001678781277,5.966170368560462,-0.03946109820971311,-0.09116841060334126,0.0,480.26267374621415,479.07534735127217,478.5566120501734,478.7331794494673
4.319999999999996,4.62600713901751,-0.5408648961622601,25.93862300045603,6.231647800311045,6.014253002738162,0.0,4.666238598989664,-0.9449476403806898,6.1054296807436,-0.020157930026045302,-0.08934996623866764,0.0,499.0095275600251,499.13639794872444,498.1818364986828,499.59127542263775
4.379999999999995,4.909623674492291,-0.5983247687665725,26.30172607309588,6.23098500694611,6.011390448377362,0.0,4.787823760639488,-0.9704584237063718,5.998349469747498,-0.013170064181084191,-0.07319380918048266,0.0,422.9413358538444,424.32480898127193,423.3676999461792,423.9687439592934
4.439999999999993,5.201067449558052,-0.6574209816502189,26.660242804215073,6.23062852787333,6.006990444213855,0.0,4.927174862733151,-0.9994397316532665,5.9521051574176225,-0.021683587502867193,-0.07373395323785223,0.0,443.2451653498791,443.19656184491737,443.99569592618434,443.2965628370236
4.499999999999992,5.500290151960258,-0.7181427418843959,27.0137918989081,6.232790281301032,6.004383080420855,0.0,5.047074533778638,-1.0245162394910117,5.833301247182713,-0.002463723025818647,-0.060120805965346885,0.0,419.0301453961544,420.20829744595534,417.4980703547435,419.1722180166232
4.559999999999991,5.80814460162056,-0.7805919439533013,27.365194542323156,6.234503111293376,6.000895743440829,0.0,5.214740311636196,-1.0569548540617577,5.879473696499166,0.011326942139173493,-0.05734243214629978,0.0,472.27590495000635,472.48797943004973,471.63057496914365,472.69473777148954
4.6199999999999894,6.125566307093358,-0.8448726068889122,27.717585848240198,6.235527032703372,6.000440815890494,0.0,5.365791383274792,-1.0856545312796149,5.8667508606166,0.016665781158718175,-0.03957657080485988,0.0,453.92394470643666,455.34613297079693,454.97821948831375,455.40545489790014
4.679999999999988,6.452142633471119,-0.9108761498351301,28.06964036781628,6.237489692357169,5.999106860766389,0.0,5.519917013616363,-1.1142825047014213,5.868143234337587,0.004650707066566229,-0.05201589924545066,0.0,460.12933393931536,459.14222181605817,460.33913572479656,459.3870244254838
4.739999999999987,6.788456636270158,-0.9786344137312176,28.42350989534799,6.241912462617684,5.998025367795343,0.0,5.690280933272376,-1.1438711646713084,5.926906379777686,-0.0188805511675778,-0.03752616130238171,0.0,477.75719549858314,478.8598005106128,479.0383274081004,477.24520185484624
4.799999999999986,7.133757854774447,-1.047922269211521,28.77681776276718,6.245640374287973,5.9997324751293135,0.0,5.8194603845857005,-1.165455488862151,5.850431062632562,-0.04426185414952891,-0.06055487122220229,0.0,436.54963450200114,434.621960029332,437.4308041873234,435.3111750608246
4.859999999999984,7.4875334851975754,-1.118569865324748,29.128225916114953,6.243616844879032,5.996397145959762,0.0,5.9730421129043725,-1.1896228516818277,5.862712801929377,-0.054254295784225984,-0.06785413175119036,0.0,464.48416659012395,463.90852601874366,464.70793429421354,463.92251915912556
4.919999999999983,7.850752829181925,-1.1907180913911628,29.48107940511268,6.245805831683267,5.994181591868209,0.0,6.1340955127847705,-1.2150850256741776,5.898549850913264,-0.08104275273370529,-0.0840253550608534,0.0,473.4336286237893,472.18357791141864,473.30274012749254,471.23325806207623
4.979999999999982,8.223812324674935,-1.2644003617633488,29.83663423369204,6.241622345319691,5.989286138649717,0.0,6.301282920364479,-1.241362351628307,5.95240318478733,-0.07313660839106959,-0.08087047998035746,0.0,478.711414114605,478.9464230548105,479.57285811130043,480.16876103458657
5.0399999999999805,8.606065016894219,-1.3396156977004077,30.19250650716244,6.237521395794939,5.989202402428191,0.0,6.440251396564509,-1.2661435302260713,5.910018404871173,-0.08032962673608317,-0.05811972360721873,0.0,450.1987483775569,452.0322609144137,450.268488005349,449.6816049666291
5.099999999999979,8.996623180747022,-1.416384380875581,30.545864241403443,6.2341133748780635,5.986403236576901,0.0,6.578346029336534,-1.29307570942702,5.8684518284470055,-0.09460119386941618,-0.05015473456988912,0.0,449.8348976930734,450.47758785877426,452.1263587710855,450.9688769507338
5.159999999999978,9.394511256711718,-1.494674835409139,30.89361199027553,6.229144612015757,5.984848547471941,0.0,6.68465332210093,-1.3169590551244372,5.723757878341256,-0.10509259633219985,-0.038088792747280616,0.0,415.656658914223,416.711676559699,416.31518723588454,415.38688548447817
5.219999999999977,9.79944006852454,-1.5745772752974458,31.234936858490325,6.228084427192055,5.984435286559112,0.0,6.8127872786216415,-1.3465407498926,5.65396664207872,-0.13141077481384147,-0.054325268095013,0.0,440.9988897946712,439.6541903338681,441.39991245073895,439.21018242139013
5.279999999999975,10.211916000628582,-1.6562682673735127,31.571763757831345,6.222782251961423,5.983535566947113,0.0,6.936298833157137,-1.3768926795482292,5.573806286195361,-0.1502564667349393,-0.03865497037204367,0.0,436.00768877118674,437.3137708432144,436.9622334149661,435.3698468024176
5.339999999999974,10.633421731248768,-1.7401947309777364,31.90911614124454,6.216090292014073,5.981217027839964,0.0,7.1135733647003985,-1.4212527657930683,5.670207386168603,-0.16819827319808095,-0.04109273729496938,0.0,491.94964314537197,491.76843899971135,493.11873291860036,491.7706977574899
5.399999999999973,11.065238891824269,-1.8268592239988424,32.25120601084025,6.206798877659139,5.9792966925326745,0.0,7.28002467450686,-1.4683863541016986,5.73191371733822,-0.17927364954400826,-0.03411565113394851,0.0,482.9917643884502,483.5172173593573,484.8223913166009,483.9635831142223
5.4599999999999715,11.507001404454563,-1.9165347225295761,32.59695841334681,6.196542953226032,5.982225058548984,0.0,7.444601084975398,-1.5217419984456895,5.7925554767723195,-0.17263250317461987,-0.010851970916940918,0.0,484.4212416516534,486.1678082515379,484.65663212080324,485.12832055678047
5.51999999999997,11.95825291058377,-2.0095264534175152,32.945502535106954,6.1889359658994145,5.983808028870154,0.0,7.5965226411970885,-1.5786317373472318,5.8251154816423405,-0.19204243110881566,0.0043654536197710436,0.0,476.91920519963764,478.0805123523317,478.6608754297405,477.1524498257318
5.579999999999969,12.416839693634827,-2.1055498155917296,33.29057569937014,6.183507955331816,5.986944521384483,0.0,7.68942705725784,-1.6225834528125311,5.678217139113009,-0.22031381474194958,0.021776952691639293,0.0,418.9097816895253,420.4215425689745,420.3578830552913,417.85724494947453
5.639999999999968,12.882319541589114,-2.2047841859565906,33.631530280695166,6.170921537687811,5.991337611899482,0.0,7.825766803869854,-1.6863343001297244,5.686725593586554,-0.2127213849295646,0.03985939319409076,0.0,468.46226655035196,469.86681376936644,468.9612355602797,469.50666187288664
5.699999999999966,13.355808688375125,-2.3080605709183257,33.972914597295556,6.158461503913671,5.993870551895915,0.0,7.9565687343677025,-1.75728059955514,5.692448893976471,-0.2200737190859595,0.03436902357772186,0.0,469.051678166722,468.62558486249753,469.0894551617486,468.4748814347482
5.759999999999965,13.836789739947351,-2.4157134393720083,34.313814675914195,6.146308996470449,5.99653238719103,0.0,8.07556546770486,-1.832180386162907,5.670761436090957,-0.20997593161370118,0.041736435937261195,0.0,460.6953829532725,461.27830475755195,460.11700087295003,460.8714015805037
5.819999999999964,14.324200335557451,-2.5277918319916437,34.651417048117835,6.134098924954447,6.001074397037485,0.0,8.170876827133483,-1.9047638143117254,5.583101131645726,-0.2042447043445259,0.024852528591598422,0.0,439.1623935670079,437.759853621498,439.68977424912276,440.1214345981473
5.879999999999963,14.816979223582164,-2.6443069338245486,34.98308548449973,6.123553758891731,6.010036224464553,0.0,8.254260000409927,-1.979990761826474,5.473358273772004,-0.19107299477817233,0.053617696617111396,0.0,428.94267737870945,431.37999651674943,430.28620242462495,431.3597675334597
5.939999999999961,15.315359883680761,-2.7659575040140836,35.31107254192986,6.116035338588727,6.018615446005523,0.0,8.357333224297056,-2.0757639932790415,5.459770391350014,-0.17048071246812474,0.0778122163885107,0.0,459.6040477295013,461.5208406346641,459.7254001900863,461.3230926652153
5.99999999999996,15.819876138861323,-2.893613538780189,35.63890760998622,6.105795395422227,6.024997898392803,0.0,8.458924459367902,-2.1803684912409826,5.467951502357179,-0.17201454704230204,0.0910022446697369,0.0,466.45382306106023,467.488171970537,467.3122279448341,467.16612824430905
6.059999999999959,16.32928981851852,-3.0270449364036085,35.96344672874773,6.098987258727501,6.0304948249677945,0.0,8.520999478960519,-2.2680172328879302,5.350760663354088,-0.15264940637334606,0.09222166988044933,0.0,424.5354749268778,424.6475735368203,426.1807394335428,427.8059083754258
6.1199999999999575,16.843265149614943,-3.166506593779799,36.284737069180146,6.10607706474406,6.036473595045981,0.0,8.610621572940978,-2.3802201243995382,5.359181076086719,-0.10967687081772876,0.0836118140045049,0.0,465.82580628005036,465.1581202238391,463.99191150545624,467.33750584049346
6.179999999999956,17.36099634360495,-3.3116131873005177,36.60093702472466,6.1029347365844835,6.044411704206572,0.0,8.646532046701477,-2.457170273451228,5.182165612750079,-0.09052967223598413,0.06364943278891672,0.0,403.3551172649721,401.553040550867,400.7765571820795,402.5031868103466
6.239999999999955,17.88217898165077,-3.4624776244299658,36.9124398452916,6.097498803123425,6.0488134857470595,0.0,8.72548346722755,-2.5721642596570016,5.201073042492373,-0.09075916473314574,0.05400048929365892,0.0,465.730495072098,464.97740364513015,466.101903246068,466.0775041297422
6.299999999999954,18.40780049984048,-3.620233818974407,37.22444024958257,6.092254176906437,6.05465737457776,0.0,8.79440043627847,-2.6869121488324903,5.198975100125598,-0.08690480803906095,0.03508289920524739,0.0,460.39239963416424,458.89407218495273,458.98332519929613,459.28281056113866
6.359999999999952,18.937510636343003,-3.7850616392837453,37.53677562300963,6.089608161228995,6.058116155146493,0.0,8.861994788130003,-2.807618449355249,5.212062308235206,-0.10570181417077569,0.021080530369471932,0.0,464.77435980093315,463.6755869420672,464.98127753624556,463.49899371305304
6.419999999999951,19.4708793672816,-3.9569556388887968,37.84863050084555,6.084330851737651,6.059449095192139,0.0,8.916656558113631,-2.922674742913529,5.183020897824132,-0.11826991020246348,0.01677996162234058,0.0,451.4574043506335,451.1101252592709,451.58707988103043,450.56135298867633
6.47999999999995,20.00801779762279,-4.136342027266067,38.16109574536825,6.077328449351754,6.060764578662852,0.0,8.987527879183952,-3.05748694239335,5.231806130534387,-0.11590739964059767,0.021783329874188108,0.0,475.35279341100266,475.7360750153792,476.64921565517255,476.81842846798594
6.5399999999999485,20.548613357597233,-4.3232894411444995,38.47329501715387,6.0732804173194985,6.062455360038207,0.0,9.032049757261035,-3.1745211497768344,5.174967597487073,-0.13582212515920655,0.02747482748678061,0.0,443.56152231274854,444.0288889351659,444.3206287741026,442.6707537530342
6.599999999999947,21.09223891402877,-4.517751687603624,38.78392781598742,6.065218203994448,6.064759550107171,0.0,9.088356853692911,-3.308278007106693,5.179071446848901,-0.14047206241295948,0.03522591375082052,0.0,462.37287789063816,462.98355085835226,464.06647997855777,463.6846243368228
6.659999999999946,21.638904009595226,-4.720170631266263,39.093799076395655,6.060541523788208,6.076171706634664,0.0,9.132580326074667,-3.4396383164101176,5.150417213974666,-0.12042113818760346,0.06745129463870496,0.0,451.9310323191241,454.52310445580093,452.1934626931449,453.7901685350468
6.719999999999945,22.187367244022546,-4.929932188963546,39.39911357357828,6.054168297737572,6.080212257345337,0.0,9.149190043371188,-3.553111330136137,5.027321118969484,-0.11143922775673856,0.06706189907024813,0.0,420.84102617542936,420.8109776223952,419.8787152363149,420.6442533223591
6.779999999999943,22.736869521581106,-5.146805091307694,39.69787863734042,6.050343912707417,6.094464044004734,0.0,9.166237665339978,-3.6766533812995736,4.932551893544352,-0.09406902146743729,0.03080720660232452,0.0,430.6952378421552,427.6192366238664,427.19862953173396,428.6674346927694
6.839999999999942,23.287912999884064,-5.372142871245047,39.99513289688706,6.053932594499434,6.1073423539939125,0.0,9.200341035400614,-3.8345216117461196,4.976236140047754,-0.06196218263562761,0.06600788802806296,0.0,470.35631988797877,473.07625507015206,470.09584278795137,472.5725389129842
6.899999999999941,23.84055714020359,-5.606731137490367,40.294228621190754,6.058386561484355,6.114293972597128,0.0,9.220316601600455,-3.9849159063687565,4.993799133245051,-0.031824886139305036,0.0837910899034705,0.0,461.9169422449529,463.3213612909871,461.8302452359739,464.20017988357887
6.95999999999994,24.394230659690425,-5.85027571509976,40.59437328695228,6.068592757605263,6.119311338933901,0.0,9.234867782700338,-4.13260387255677,5.011328720766777,0.005123748296285606,0.08306948122459087,0.0,462.37490809733055,462.3234383673291,460.78896253617626,463.701391167606
7.019999999999938,24.9481257993924,-6.101879593346399,40.89247358947365,6.072402454447776,6.124498315541093,0.0,9.227887016962825,-4.254231968697715,4.926075109404588,-0.01661184443788652,0.08694617719958127,0.0,428.01145007815427,428.3474759632517,428.896254671187,427.0456974664271
